time,lcc,eff_norm,weighted_surv
0.000000,1.000000,1.000000,1.000000
0.334448,1.000000,1.000000,1.000000
0.668896,1.000000,1.000000,1.000000
1.003344,1.000000,1.000000,1.000000
1.337793,1.000000,1.000000,1.000000
1.672241,1.000000,1.000000,1.000000
2.006689,1.000000,1.000000,1.000000
2.341137,1.000000,1.000000,1.000000
2.675585,0.020000,0.000000,0.934641
3.010033,0.020000,0.000000,0.934641
3.344482,0.020000,0.000000,0.934641
3.678930,0.020000,0.000000,0.934641
4.013378,0.020000,0.000000,0.862745
4.347826,0.020000,0.000000,0.862745
4.682274,0.020000,0.000000,0.862745
5.016722,0.020000,0.000000,0.862745
5.351171,0.020000,0.000000,0.862745
5.685619,0.020000,0.000000,0.862745
6.020067,0.020000,0.000000,0.862745
6.354515,0.020000,0.000000,0.921569
6.688963,0.020000,0.000000,0.921569
7.023411,0.020000,0.000000,0.921569
7.357860,0.020000,0.000000,0.915033
7.692308,0.020000,0.000000,0.915033
8.026756,0.020000,0.000000,0.915033
8.361204,0.020000,0.000000,0.908497
8.695652,0.020000,0.000000,0.836601
9.030100,0.020000,0.000000,0.836601
9.364548,0.020000,0.000000,0.830065
9.698997,0.020000,0.000000,0.830065
10.033445,0.020000,0.000000,0.830065
10.367893,0.020000,0.000000,0.830065
10.702341,0.020000,0.000000,0.797386
11.036789,0.020000,0.000000,0.803922
11.371237,0.020000,0.000000,0.836601
11.705686,0.020000,0.000000,0.836601
12.040134,0.020000,0.000000,0.836601
12.374582,0.020000,0.000000,0.836601
12.709030,0.020000,0.000000,0.836601
13.043478,0.020000,0.000000,0.836601
13.377926,0.020000,0.000000,0.830065
13.712375,0.020000,0.000000,0.830065
14.046823,0.020000,0.000000,0.830065
14.381271,0.860000,1.006261,0.895425
14.715719,0.880000,1.005245,0.901961
15.050167,0.900000,1.004274,0.908497
15.384615,0.920000,1.003344,0.973856
15.719064,0.940000,1.002455,0.980392
16.053512,0.940000,1.002455,0.980392
16.387960,0.020000,0.000000,0.915033
16.722408,0.020000,0.000000,0.921569
17.056856,0.020000,0.000000,0.928105
17.391304,0.020000,0.000000,0.928105
17.725753,0.020000,0.000000,0.928105
18.060201,0.020000,0.000000,0.928105
18.394649,0.020000,0.000000,0.862745
18.729097,0.020000,0.000000,0.862745
19.063545,0.020000,0.000000,0.862745
19.397993,0.020000,0.000000,0.862745
19.732441,0.020000,0.000000,0.888889
20.066890,0.920000,1.003344,0.921569
20.401338,0.920000,1.003344,0.921569
20.735786,0.020000,0.000000,0.823529
21.070234,0.020000,0.000000,0.823529
21.404682,0.020000,0.000000,0.830065
21.739130,0.020000,0.000000,0.830065
22.073579,0.020000,0.000000,0.823529
22.408027,0.020000,0.000000,0.823529
22.742475,0.020000,0.000000,0.823529
23.076923,0.020000,0.000000,0.823529
23.411371,0.020000,0.000000,0.823529
23.745819,0.020000,0.000000,0.810458
24.080268,0.020000,0.000000,0.810458
24.414716,0.020000,0.000000,0.810458
24.749164,0.020000,0.000000,0.810458
25.083612,0.020000,0.000000,0.810458
25.418060,0.020000,0.000000,0.803922
25.752508,0.020000,0.000000,0.803922
26.086957,0.020000,0.000000,0.803922
26.421405,0.020000,0.000000,0.803922
26.755853,0.020000,0.000000,0.803922
27.090301,0.020000,0.000000,0.771242
27.424749,0.020000,0.000000,0.771242
27.759197,0.020000,0.000000,0.771242
28.093645,0.020000,0.000000,0.771242
28.428094,0.020000,0.000000,0.771242
28.762542,0.020000,0.000000,0.764706
29.096990,0.020000,0.000000,0.764706
29.431438,0.020000,0.000000,0.764706
29.765886,0.020000,0.000000,0.764706
30.100334,0.020000,0.000000,0.764706
30.434783,0.020000,0.000000,0.764706
30.769231,0.020000,0.000000,0.764706
31.103679,0.020000,0.000000,0.699346
31.438127,0.020000,0.000000,0.699346
31.772575,0.020000,0.000000,0.699346
32.107023,0.020000,0.000000,0.699346
32.441472,0.020000,0.000000,0.666667
32.775920,0.020000,0.000000,0.666667
33.110368,0.020000,0.000000,0.660131
33.444816,0.020000,0.000000,0.647059
33.779264,0.020000,0.000000,0.647059
34.113712,0.020000,0.000000,0.647059
34.448161,0.020000,0.000000,0.647059
34.782609,0.020000,0.000000,0.614379
35.117057,0.020000,0.000000,0.614379
35.451505,0.020000,0.000000,0.607843
35.785953,0.020000,0.000000,0.607843
36.120401,0.020000,0.000000,0.607843
36.454849,0.020000,0.000000,0.607843
36.789298,0.020000,0.000000,0.607843
37.123746,0.020000,0.000000,0.575163
37.458194,0.020000,0.000000,0.575163
37.792642,0.020000,0.000000,0.575163
38.127090,0.020000,0.000000,0.575163
38.461538,0.020000,0.000000,0.575163
38.795987,0.020000,0.000000,0.568627
39.130435,0.020000,0.000000,0.535948
39.464883,0.020000,0.000000,0.535948
39.799331,0.020000,0.000000,0.535948
40.133779,0.020000,0.000000,0.470588
40.468227,0.020000,0.000000,0.470588
40.802676,0.020000,0.000000,0.464052
41.137124,0.020000,0.000000,0.464052
41.471572,0.020000,0.000000,0.450980
41.806020,0.020000,0.000000,0.450980
42.140468,0.020000,0.000000,0.450980
42.474916,0.020000,0.000000,0.450980
42.809365,0.020000,0.000000,0.450980
43.143813,0.020000,0.000000,0.450980
43.478261,0.020000,0.000000,0.450980
43.812709,0.020000,0.000000,0.444444
44.147157,0.020000,0.000000,0.444444
44.481605,0.020000,0.000000,0.379085
44.816054,0.020000,0.000000,0.379085
45.150502,0.020000,0.000000,0.379085
45.484950,0.020000,0.000000,0.379085
45.819398,0.020000,0.000000,0.379085
46.153846,0.020000,0.000000,0.379085
46.488294,0.020000,0.000000,0.379085
46.822742,0.020000,0.000000,0.379085
47.157191,0.020000,0.000000,0.379085
47.491639,0.020000,0.000000,0.379085
47.826087,0.020000,0.000000,0.379085
48.160535,0.020000,0.000000,0.379085
48.494983,0.020000,0.000000,0.379085
48.829431,0.020000,0.000000,0.379085
49.163880,0.020000,0.000000,0.379085
49.498328,0.020000,0.000000,0.379085
49.832776,0.020000,0.000000,0.372549
50.167224,0.020000,0.000000,0.372549
50.501672,0.020000,0.000000,0.372549
50.836120,0.020000,0.000000,0.366013
51.170569,0.020000,0.000000,0.366013
51.505017,0.020000,0.000000,0.366013
51.839465,0.020000,0.000000,0.366013
52.173913,0.020000,0.000000,0.366013
52.508361,0.020000,0.000000,0.300654
52.842809,0.020000,0.000000,0.300654
53.177258,0.020000,0.000000,0.300654
53.511706,0.020000,0.000000,0.300654
53.846154,0.020000,0.000000,0.300654
54.180602,0.020000,0.000000,0.300654
54.515050,0.020000,0.000000,0.300654
54.849498,0.020000,0.000000,0.300654
55.183946,0.020000,0.000000,0.294118
55.518395,0.020000,0.000000,0.294118
55.852843,0.020000,0.000000,0.294118
56.187291,0.020000,0.000000,0.294118
56.521739,0.020000,0.000000,0.294118
56.856187,0.020000,0.000000,0.287582
57.190635,0.020000,0.000000,0.287582
57.525084,0.020000,0.000000,0.254902
57.859532,0.020000,0.000000,0.254902
58.193980,0.020000,0.000000,0.248366
58.528428,0.020000,0.000000,0.215686
58.862876,0.020000,0.000000,0.209150
59.197324,0.020000,0.000000,0.209150
59.531773,0.020000,0.000000,0.209150
59.866221,0.020000,0.000000,0.209150
60.200669,0.020000,0.000000,0.202614
60.535117,0.020000,0.000000,0.202614
60.869565,0.020000,0.000000,0.202614
61.204013,0.020000,0.000000,0.202614
61.538462,0.020000,0.000000,0.202614
61.872910,0.020000,0.000000,0.137255
62.207358,0.020000,0.000000,0.137255
62.541806,0.020000,0.000000,0.137255
62.876254,0.020000,0.000000,0.137255
63.210702,0.020000,0.000000,0.137255
63.545151,0.020000,0.000000,0.137255
63.879599,0.020000,0.000000,0.137255
64.214047,0.020000,0.000000,0.130719
64.548495,0.020000,0.000000,0.130719
64.882943,0.020000,0.000000,0.130719
65.217391,0.020000,0.000000,0.130719
65.551839,0.020000,0.000000,0.124183
65.886288,0.020000,0.000000,0.124183
66.220736,0.020000,0.000000,0.124183
66.555184,0.020000,0.000000,0.124183
66.889632,0.020000,0.000000,0.124183
67.224080,0.020000,0.000000,0.124183
67.558528,0.020000,0.000000,0.124183
67.892977,0.020000,0.000000,0.124183
68.227425,0.020000,0.000000,0.124183
68.561873,0.020000,0.000000,0.124183
68.896321,0.020000,0.000000,0.124183
69.230769,0.020000,0.000000,0.124183
69.565217,0.020000,0.000000,0.117647
69.899666,0.020000,0.000000,0.117647
70.234114,0.020000,0.000000,0.117647
70.568562,0.020000,0.000000,0.117647
70.903010,0.020000,0.000000,0.117647
71.237458,0.020000,0.000000,0.111111
71.571906,0.020000,0.000000,0.111111
71.906355,0.020000,0.000000,0.111111
72.240803,0.020000,0.000000,0.111111
72.575251,0.020000,0.000000,0.111111
72.909699,0.020000,0.000000,0.111111
73.244147,0.020000,0.000000,0.111111
73.578595,0.020000,0.000000,0.111111
73.913043,0.020000,0.000000,0.111111
74.247492,0.020000,0.000000,0.111111
74.581940,0.020000,0.000000,0.104575
74.916388,0.020000,0.000000,0.104575
75.250836,0.020000,0.000000,0.039216
75.585284,0.020000,0.000000,0.039216
75.919732,0.020000,0.000000,0.039216
76.254181,0.020000,0.000000,0.039216
76.588629,0.020000,0.000000,0.032680
76.923077,0.020000,0.000000,0.032680
77.257525,0.020000,0.000000,0.032680
77.591973,0.020000,0.000000,0.026144
77.926421,0.020000,0.000000,0.019608
78.260870,0.020000,0.000000,0.019608
78.595318,0.020000,0.000000,0.019608
78.929766,0.020000,0.000000,0.019608
79.264214,0.020000,0.000000,0.013072
79.598662,0.020000,0.000000,0.013072
79.933110,0.020000,0.000000,0.006536
80.267559,0.020000,0.000000,0.006536
80.602007,0.020000,0.000000,0.006536
80.936455,0.020000,0.000000,0.006536
81.270903,0.020000,0.000000,0.006536
81.605351,0.000000,0.000000,0.000000
81.939799,0.000000,0.000000,0.000000
82.274247,0.000000,0.000000,0.000000
82.608696,0.000000,0.000000,0.000000
82.943144,0.000000,0.000000,0.000000
83.277592,0.000000,0.000000,0.000000
83.612040,0.000000,0.000000,0.000000
83.946488,0.000000,0.000000,0.000000
84.280936,0.000000,0.000000,0.000000
84.615385,0.000000,0.000000,0.000000
84.949833,0.000000,0.000000,0.000000
85.284281,0.000000,0.000000,0.000000
85.618729,0.000000,0.000000,0.000000
85.953177,0.000000,0.000000,0.000000
86.287625,0.000000,0.000000,0.000000
86.622074,0.000000,0.000000,0.000000
86.956522,0.000000,0.000000,0.000000
87.290970,0.000000,0.000000,0.000000
87.625418,0.000000,0.000000,0.000000
87.959866,0.000000,0.000000,0.000000
88.294314,0.000000,0.000000,0.000000
88.628763,0.000000,0.000000,0.000000
88.963211,0.000000,0.000000,0.000000
89.297659,0.000000,0.000000,0.000000
89.632107,0.000000,0.000000,0.000000
89.966555,0.000000,0.000000,0.000000
90.301003,0.000000,0.000000,0.000000
90.635452,0.000000,0.000000,0.000000
90.969900,0.000000,0.000000,0.000000
91.304348,0.000000,0.000000,0.000000
91.638796,0.000000,0.000000,0.000000
91.973244,0.000000,0.000000,0.000000
92.307692,0.000000,0.000000,0.000000
92.642140,0.000000,0.000000,0.000000
92.976589,0.000000,0.000000,0.000000
93.311037,0.000000,0.000000,0.000000
93.645485,0.000000,0.000000,0.000000
93.979933,0.000000,0.000000,0.000000
94.314381,0.000000,0.000000,0.000000
94.648829,0.000000,0.000000,0.000000
94.983278,0.000000,0.000000,0.000000
95.317726,0.000000,0.000000,0.000000
95.652174,0.000000,0.000000,0.000000
95.986622,0.000000,0.000000,0.000000
96.321070,0.000000,0.000000,0.000000
96.655518,0.000000,0.000000,0.000000
96.989967,0.000000,0.000000,0.000000
97.324415,0.000000,0.000000,0.000000
97.658863,0.000000,0.000000,0.000000
97.993311,0.000000,0.000000,0.000000
98.327759,0.000000,0.000000,0.000000
98.662207,0.000000,0.000000,0.000000
